Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
 326.00     1.00       285.50     96177.52     327.00         100.06    245612767.0128       0.009333     0.00025569
 327.00     1.00       285.49     96166.01     328.00         100.06    245609137.1789       0.009331     0.00025782
 328.00     1.00       285.49     96154.50     329.00         100.06    245605463.3963       0.009329     0.00025996
 329.00     1.00       285.48     96143.00     330.00         100.06    245601745.5408       0.009327     0.00026209
 330.00     1.00       285.48     96131.49     331.00         100.06    245597983.4886       0.009325     0.00026422
 331.00     1.00       285.47     96119.99     332.00         100.06    245594177.1171       0.009323     0.00026636
 332.00     1.00       285.47     96108.48     333.00         100.06    245590326.3040       0.009320     0.00026849
 333.00     1.00       285.46     96096.98     334.00         100.06    245586430.9283       0.009318     0.00027062
 334.00     1.00       285.46     96085.48     335.00         100.06    245582490.8692       0.009316     0.00027275
 335.00     1.00       285.45     96073.98     336.00         100.06    245578506.0071       0.009314     0.00027488
 336.00     1.00       285.45     96062.48     337.00         100.06    245574476.2229       0.009312     0.00027702
 337.00     1.00       285.44     96050.98     338.00         100.06    245570401.3981       0.009310     0.00027915
 338.00     1.00       285.44     96039.49     339.00         100.06    245566281.4152       0.009308     0.00028128
 339.00     1.00       285.43     96027.99     340.00         100.06    245562116.1573       0.009306     0.00028341
 340.00     1.00       285.43     96016.50     341.00         100.06    245557905.5079       0.009303     0.00028554
 341.00     1.00       285.42     96005.01     342.00         100.06    245553649.3515       0.009301     0.00028767
 342.00     1.00       285.42     95993.52     343.00         100.06    245549347.5732       0.009299     0.00028979
 343.00     1.00       285.41     95982.03     344.00         100.05    245545000.0587       0.009297     0.00029192
 344.00     1.00       285.41     95970.54     345.00         100.05    245540606.6943       0.009295     0.00029405
 345.00     1.00       285.40     95959.05     346.00         100.05    245536167.3670       0.009293     0.00029618
 346.00     1.00       285.40     95947.56     347.00         100.05    245531681.9644       0.009291     0.00029830
 347.00     1.00       285.39     95936.08     348.00         100.05    245527150.3747       0.009289     0.00030043
 348.00     1.00       285.38     95924.59     349.00         100.05    245522572.4868       0.009286     0.00030256
 349.00     1.00       285.38     95913.11     350.00         100.05    245517948.1900       0.009284     0.00030468
 350.00     1.00       285.37     95901.63     351.00         100.05    245513277.3743       0.009282     0.00030681
 351.00     1.00       285.37     95890.15     352.00         100.05    245508559.9304       0.009280     0.00030893
 352.00     1.00       285.36     95878.67     353.00         100.05    245503795.7494       0.009278     0.00031106
 353.00     1.00       285.36     95867.19     354.00         100.05    245498984.7231       0.009276     0.00031318
 354.00     1.00       285.35     95855.71     355.00         100.05    245494126.7436       0.009274     0.00031531
 355.00     1.00       285.35     95844.23     356.00         100.05    245489221.7038       0.009272     0.00031743
 356.00     1.00       285.34     95832.76     357.00         100.05    245484269.4971       0.009269     0.00031955
 357.00     1.00       285.34     95821.28     358.00         100.05    245479270.0174       0.009267     0.00032168
 358.00     1.00       285.33     95809.81     359.00         100.05    245474223.1590       0.009265     0.00032380
 359.00     1.00       285.33     95798.34     360.00         100.05    245469128.8170       0.009263     0.00032592
 360.00     1.00       285.32     95786.87     361.00         100.05    245463986.8867       0.009261     0.00032804
 361.00     1.00       285.32     95775.40     362.00         100.05    245458797.2641       0.009259     0.00033017
 362.00     1.00       285.31     95763.93     363.00         100.05    245453559.8456       0.009257     0.00033229
 363.00     1.00       285.31     95752.47     364.00         100.05    245448274.5283       0.009255     0.00033441
 364.00     1.00       285.30     95741.00     365.00         100.05    245442941.2093       0.009252     0.00033653
 365.00     1.00       285.30     95729.54     366.00         100.05    245437559.7868       0.009250     0.00033865
 366.00     1.00       285.29     95718.07     367.00         100.05    245432130.1590       0.009248     0.00034077
 367.00     1.00       285.29     95706.61     368.00         100.05    245426652.2247       0.009246     0.00034289
 368.00     1.00       285.28     95695.15     369.00         100.05    245421125.8833       0.009244     0.00034501
 369.00     1.00       285.27     95683.69     370.00         100.05    245415551.0344       0.009242     0.00034712
 370.00     1.00       285.27     95672.23     371.00         100.05    245409927.5783       0.009240     0.00034924
 371.00     1.00       285.26     95660.77     372.00         100.05    245404255.4155       0.009238     0.00035136
 372.00     1.00       285.26     95649.32     373.00         100.05    245398534.4471       0.009235     0.00035348
 373.00     1.00       285.25     95637.86     374.00         100.05    245392764.5745       0.009233     0.00035559
 374.00     1.00       285.25     95626.41     375.00         100.05    245386945.6997       0.009231     0.00035771
 375.00     1.00       285.24     95614.95     376.00         100.05    245381077.7250       0.009229     0.00035983
 376.00     1.00       285.24     95603.50     377.00         100.05    245375160.5530       0.009227     0.00036194
 377.00     1.00       285.23     95592.05     378.00         100.05    245369194.0870       0.009225     0.00036406
 378.00     1.00       285.23     95580.60     379.00         100.05    245363178.2304       0.009223     0.00036618
 379.00     1.00       285.22     95569.15     380.00         100.05    245357112.8872       0.009221     0.00036829
 380.00     1.00       285.22     95557.70     381.00         100.05    245350997.9616       0.009219     0.00037041
 381.00     1.00       285.21     95546.26     382.00         100.05    245344833.3584       0.009216     0.00037252
 382.00     1.00       285.21     95534.81     383.00         100.05    245338618.9827       0.009214     0.00037463
 383.00     1.00       285.20     95523.37     384.00         100.05    245332354.7398       0.009212     0.00037675
