Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops
2357.00     1.00       277.00     77449.34    2357.00   168.01       0.1000E+08
2358.00     1.00       276.99     77439.79    2358.00   168.10       0.1000E+08
2359.00     1.00       276.98     77430.24    2359.00   168.20       0.1000E+08
2360.00     1.00       276.97     77420.69    2360.00   168.29       0.1000E+08
2361.00     1.00       276.96     77411.14    2361.00   168.39       0.1000E+08
2362.00     1.00       276.95     77401.59    2362.00   168.48       0.1000E+08
2363.00     1.00       276.94     77392.05    2363.00   168.58       0.1000E+08
2364.00     1.00       276.93     77382.50    2364.00   168.67       0.1000E+08
2365.00     1.00       276.92     77372.95    2365.00   168.77       0.1000E+08
2366.00     1.00       276.91     77363.41    2366.00   168.86       0.1000E+08
2367.00     1.00       276.90     77353.86    2367.00   168.96       0.1000E+08
2368.00     1.00       276.89     77344.32    2368.00   169.05       0.1000E+08
2369.00     1.00       276.88     77334.78    2369.00   169.15       0.1000E+08
2370.00     1.00       276.87     77325.24    2370.00   169.24       0.1000E+08
2371.00     1.00       276.86     77315.70    2371.00   169.34       0.1000E+08
2372.00     1.00       276.85     77306.16    2372.00   169.44       0.1000E+08
2373.00     1.00       276.84     77296.62    2373.00   169.53       0.1000E+08
2374.00     1.00       276.83     77287.08    2374.00   169.63       0.1000E+08
2375.00     1.00       276.83     77277.54    2375.00   169.72       0.1000E+08
2376.00     1.00       276.82     77268.00    2376.00   169.82       0.1000E+08
2377.00     1.00       276.81     77258.47    2377.00   169.91       0.1000E+08
2378.00     1.00       276.80     77248.93    2378.00   170.01       0.1000E+08
2379.00     1.00       276.79     77239.40    2379.00   170.11       0.1000E+08
2380.00     1.00       276.78     77229.87    2380.00   170.20       0.1000E+08
2381.00     1.00       276.77     77220.33    2381.00   170.30       0.1000E+08
2382.00     1.00       276.76     77210.80    2382.00   170.39       0.1000E+08
2383.00     1.00       276.75     77201.27    2383.00   170.49       0.1000E+08
2384.00     1.00       276.74     77191.74    2384.00   170.59       0.1000E+08
2385.00     1.00       276.73     77182.21    2385.00   170.68       0.1000E+08
2386.00     1.00       276.72     77172.68    2386.00   170.78       0.1000E+08
2387.00     1.00       276.71     77163.16    2387.00   170.88       0.1000E+08
2388.00     1.00       276.70     77153.63    2388.00   170.97       0.1000E+08
2389.00     1.00       276.69     77144.10    2389.00   171.07       0.1000E+08
2390.00     1.00       276.68     77134.58    2390.00   171.16       0.1000E+08
2391.00     1.00       276.67     77125.05    2391.00   171.26       0.1000E+08
2392.00     1.00       276.66     77115.53    2392.00   171.36       0.1000E+08
2393.00     1.00       276.65     77106.01    2393.00   171.45       0.1000E+08
2394.00     1.00       276.64     77096.49    2394.00   171.55       0.1000E+08
2395.00     1.00       276.63     77086.97    2395.00   171.65       0.1000E+08
2396.00     1.00       276.62     77077.45    2396.00   171.75       0.1000E+08
2397.00     1.00       276.61     77067.93    2397.00   171.84       0.1000E+08
2398.00     1.00       276.60     77058.41    2398.00   171.94       0.1000E+08
2399.00     1.00       276.59     77048.89    2399.00   172.04       0.1000E+08
2400.00     1.00       276.58     77039.37    2400.00   172.13       0.1000E+08
2401.00     1.00       276.57     77029.86    2401.00   172.23       0.1000E+08
2402.00     1.00       276.56     77020.34    2402.00   172.33       0.1000E+08
2403.00     1.00       276.55     77010.83    2403.00   172.43       0.1000E+08
2404.00     1.00       276.54     77001.32    2404.00   172.52       0.1000E+08
2405.00     1.00       276.53     76991.80    2405.00   172.62       0.1000E+08
2406.00     1.00       276.52     76982.29    2406.00   172.72       0.1000E+08
2407.00     1.00       276.51     76972.78    2407.00   172.82       0.1000E+08
2408.00     1.00       276.50     76963.27    2408.00   172.91       0.1000E+08
2409.00     1.00       276.49     76953.76    2409.00   173.01       0.1000E+08
2410.00     1.00       276.48     76944.26    2410.00   173.11       0.1000E+08
2411.00     1.00       276.47     76934.75    2411.00   173.21       0.1000E+08
2412.00     1.00       276.46     76925.24    2412.00   173.31       0.1000E+08
2413.00     1.00       276.45     76915.74    2413.00   173.40       0.1000E+08
2414.00     1.00       276.44     76906.23    2414.00   173.50       0.1000E+08
2415.00     1.00       276.43     76896.73    2415.00   173.60       0.1000E+08
2416.00     1.00       276.43     76887.22    2416.00   173.70       0.1000E+08
2417.00     1.00       276.42     76877.72    2417.00   173.80       0.1000E+08
2418.00     1.00       276.41     76868.22    2418.00   173.90       0.1000E+08
2419.00     1.00       276.40     76858.72    2419.00   173.99       0.1000E+08
2420.00     1.00       276.39     76849.22    2420.00   174.09       0.1000E+08
2421.00     1.00       276.38     76839.72    2421.00   174.19       0.1000E+08
2422.00     1.00       276.37     76830.22    2422.00   174.29       0.1000E+08
2423.00     1.00       276.36     76820.73    2423.00   174.39       0.1000E+08
2424.00     1.00       276.35     76811.23    2424.00   174.49       0.1000E+08
2425.00     1.00       276.34     76801.73    2425.00   174.59       0.1000E+08
2426.00     1.00       276.33     76792.24    2426.00   174.68       0.1000E+08
2427.00     1.00       276.32     76782.74    2427.00   174.78       0.1000E+08
2428.00     1.00       276.31     76773.25    2428.00   174.88       0.1000E+08
2429.00     1.00       276.30     76763.76    2429.00   174.98       0.1000E+08
2430.00     1.00       276.29     76754.27    2430.00   175.08       0.1000E+08
2431.00     1.00       276.28     76744.78    2431.00   175.18       0.1000E+08
2432.00     1.00       276.27     76735.29    2432.00   175.28       0.1000E+08
2433.00     1.00       276.26     76725.80    2433.00   175.38       0.1000E+08
2434.00     1.00       276.25     76716.31    2434.00   175.48       0.1000E+08
2435.00     1.00       276.24     76706.82    2435.00   175.58       0.1000E+08
2436.00     1.00       276.23     76697.34    2436.00   175.68       0.1000E+08
2437.00     1.00       276.22     76687.85    2437.00   175.78       0.1000E+08
2438.00     1.00       276.21     76678.37    2438.00   175.88       0.1000E+08
2439.00     1.00       276.20     76668.88    2439.00   175.98       0.1000E+08
2440.00     1.00       276.19     76659.40    2440.00   176.08       0.1000E+08
2441.00     1.00       276.18     76649.92    2441.00   176.18       0.1000E+08
2442.00     1.00       276.17     76640.44    2442.00   176.28       0.1000E+08
2443.00     1.00       276.16     76630.96    2443.00   176.38       0.1000E+08
2444.00     1.00       276.15     76621.48    2444.00   176.48       0.1000E+08
2445.00     1.00       276.14     76612.00    2445.00   176.58       0.1000E+08
2446.00     1.00       276.13     76602.52    2446.00   176.68       0.1000E+08
2447.00     1.00       276.12     76593.04    2447.00   176.78       0.1000E+08
2448.00     1.00       276.11     76583.57    2448.00   176.88       0.1000E+08
2449.00     1.00       276.10     76574.09    2449.00   176.98       0.1000E+08
2450.00     1.00       276.09     76564.62    2450.00   177.08       0.1000E+08
2451.00     1.00       276.08     76555.14    2451.00   177.18       0.1000E+08
2452.00     1.00       276.07     76545.67    2452.00   177.28       0.1000E+08
2453.00     1.00       276.06     76536.20    2453.00   177.38       0.1000E+08
2454.00     1.00       276.05     76526.73    2454.00   177.48       0.1000E+08
2455.00     1.00       276.04     76517.26    2455.00   177.58       0.1000E+08
2456.00     1.00       276.03     76507.79    2456.00   177.68       0.1000E+08
2457.00     1.00       276.02     76498.32    2457.00   177.78       0.1000E+08
2458.00     1.00       276.02     76488.85    2458.00   177.88       0.1000E+08
2459.00     1.00       276.01     76479.38    2459.00   177.98       0.1000E+08
2460.00     1.00       276.00     76469.92    2460.00   178.09       0.1000E+08
2461.00     1.00       275.99     76460.45    2461.00   178.19       0.1000E+08
2462.00     1.00       275.98     76450.99    2462.00   178.29       0.1000E+08
2463.00     1.00       275.97     76441.52    2463.00   178.39       0.1000E+08
2464.00     1.00       275.96     76432.06    2464.00   178.49       0.1000E+08
2465.00     1.00       275.95     76422.60    2465.00   178.59       0.1000E+08
2466.00     1.00       275.94     76413.14    2466.00   178.69       0.1000E+08
2467.00     1.00       275.93     76403.68    2467.00   178.80       0.1000E+08
2468.00     1.00       275.92     76394.22    2468.00   178.90       0.1000E+08
2469.00     1.00       275.91     76384.76    2469.00   179.00       0.1000E+08
2470.00     1.00       275.90     76375.30    2470.00   179.10       0.1000E+08
2471.00     1.00       275.89     76365.84    2471.00   179.20       0.1000E+08
2472.00     1.00       275.88     76356.39    2472.00   179.30       0.1000E+08
2473.00     1.00       275.87     76346.93    2473.00   179.41       0.1000E+08
2474.00     1.00       275.86     76337.48    2474.00   179.51       0.1000E+08
2475.00     1.00       275.85     76328.02    2475.00   179.61       0.1000E+08
2476.00     1.00       275.84     76318.57    2476.00   179.71       0.1000E+08
2477.00     1.00       275.83     76309.12    2477.00   179.82       0.1000E+08
2478.00     1.00       275.82     76299.67    2478.00   179.92       0.1000E+08
2479.00     1.00       275.81     76290.22    2479.00   180.02       0.1000E+08
2480.00     1.00       275.80     76280.77    2480.00   180.12       0.1000E+08
2481.00     1.00       275.79     76271.32    2481.00   180.22       0.1000E+08
2482.00     1.00       275.78     76261.87    2482.00   180.33       0.1000E+08
2483.00     1.00       275.77     76252.42    2483.00   180.43       0.1000E+08
2484.00     1.00       275.76     76242.98    2484.00   180.53       0.1000E+08
2485.00     1.00       275.75     76233.53    2485.00   180.64       0.1000E+08
2486.00     1.00       275.74     76224.09    2486.00   180.74       0.1000E+08
2487.00     1.00       275.73     76214.64    2487.00   180.84       0.1000E+08
2488.00     1.00       275.72     76205.20    2488.00   180.94       0.1000E+08
2489.00     1.00       275.71     76195.76    2489.00   181.05       0.1000E+08
2490.00     1.00       275.70     76186.32    2490.00   181.15       0.1000E+08
2491.00     1.00       275.69     76176.88    2491.00   181.25       0.1000E+08
2492.00     1.00       275.68     76167.44    2492.00   181.36       0.1000E+08
2493.00     1.00       275.67     76158.00    2493.00   181.46       0.1000E+08
2494.00     1.00       275.66     76148.56    2494.00   181.56       0.1000E+08
2495.00     1.00       275.65     76139.12    2495.00   181.67       0.1000E+08
2496.00     1.00       275.64     76129.69    2496.00   181.77       0.1000E+08
2497.00     1.00       275.63     76120.25    2497.00   181.87       0.1000E+08
2498.00     1.00       275.62     76110.82    2498.00   181.98       0.1000E+08
2499.00     1.00       275.62     76101.39    2499.00   182.08       0.1000E+08
2500.00     1.00       275.61     76091.95    2500.00   182.19       0.1000E+08
2501.00     1.00       275.60     76082.52    2501.00   182.29       0.1000E+08
2502.00     1.00       275.59     76073.09    2502.00   182.39       0.1000E+08
2503.00     1.00       275.58     76063.66    2503.00   182.50       0.1000E+08
2504.00     1.00       275.57     76054.23    2504.00   182.60       0.1000E+08
2505.00     1.00       275.56     76044.80    2505.00   182.71       0.1000E+08
2506.00     1.00       275.55     76035.37    2506.00   182.81       0.1000E+08
2507.00     1.00       275.54     76025.95    2507.00   182.91       0.1000E+08
2508.00     1.00       275.53     76016.52    2508.00   183.02       0.1000E+08
2509.00     1.00       275.52     76007.10    2509.00   183.12       0.1000E+08
2510.00     1.00       275.51     75997.67    2510.00   183.23       0.1000E+08
2511.00     1.00       275.50     75988.25    2511.00   183.33       0.1000E+08
2512.00     1.00       275.49     75978.82    2512.00   183.44       0.1000E+08
2513.00     1.00       275.48     75969.40    2513.00   183.54       0.1000E+08
2514.00     1.00       275.47     75959.98    2514.00   183.65       0.1000E+08
2515.00     1.00       275.46     75950.56    2515.00   183.75       0.1000E+08
2516.00     1.00       275.45     75941.14    2516.00   183.86       0.1000E+08
2517.00     1.00       275.44     75931.72    2517.00   183.96       0.1000E+08
2518.00     1.00       275.43     75922.31    2518.00   184.07       0.1000E+08
2519.00     1.00       275.42     75912.89    2519.00   184.17       0.1000E+08
2520.00     1.00       275.41     75903.47    2520.00   184.28       0.1000E+08
2521.00     1.00       275.40     75894.06    2521.00   184.38       0.1000E+08
