Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops, q
1960.00     1.00       280.87     81308.39    1960.00   134.17     0.1011E+11     0.010933
1961.00     1.00       280.86     81298.50    1961.00   134.24     0.1011E+11     0.010933
1962.00     1.00       280.86     81288.61    1962.00   134.32     0.1011E+11     0.010933
1963.00     1.00       280.85     81278.72    1963.00   134.39     0.1011E+11     0.010933
1964.00     1.00       280.84     81268.84    1964.00   134.47     0.1011E+11     0.010933
1965.00     1.00       280.83     81258.95    1965.00   134.54     0.1011E+11     0.010933
1966.00     1.00       280.82     81249.06    1966.00   134.61     0.1038E+11     0.010933
1967.00     1.00       280.81     81239.18    1967.00   134.69     0.1038E+11     0.010933
1968.00     1.00       280.80     81229.30    1968.00   134.76     0.1038E+11     0.010933
1969.00     1.00       280.79     81219.41    1969.00   134.84     0.1038E+11     0.010933
1970.00     1.00       280.78     81209.53    1970.00   134.91     0.1038E+11     0.010933
1971.00     1.00       280.77     81199.65    1971.00   134.99     0.1038E+11     0.010933
1972.00     1.00       280.76     81189.77    1972.00   135.06     0.1038E+11     0.010933
1973.00     1.00       280.75     81179.89    1973.00   135.13     0.1038E+11     0.010933
1974.00     1.00       280.74     81170.01    1974.00   135.21     0.1038E+11     0.010933
1975.00     1.00       280.73     81160.14    1975.00   135.28     0.1038E+11     0.010933
1976.00     1.00       280.72     81150.26    1976.00   135.36     0.1038E+11     0.010933
1977.00     1.00       280.71     81140.38    1977.00   135.43     0.1038E+11     0.010933
1978.00     1.00       280.70     81130.51    1978.00   135.51     0.1038E+11     0.010933
1979.00     1.00       280.69     81120.63    1979.00   135.58     0.1038E+11     0.010933
1980.00     1.00       280.68     81110.76    1980.00   135.66     0.1038E+11     0.010933
1981.00     1.00       280.67     81100.89    1981.00   135.73     0.1038E+11     0.010933
1982.00     1.00       280.66     81091.02    1982.00   135.81     0.1065E+11     0.010933
1983.00     1.00       280.65     81081.15    1983.00   135.88     0.1065E+11     0.010933
1984.00     1.00       280.64     81071.28    1984.00   135.96     0.1065E+11     0.010933
1985.00     1.00       280.63     81061.41    1985.00   136.03     0.1065E+11     0.010933
1986.00     1.00       280.62     81051.54    1986.00   136.11     0.1065E+11     0.010933
1987.00     1.00       280.61     81041.67    1987.00   136.18     0.1065E+11     0.010933
1988.00     1.00       280.60     81031.81    1988.00   136.26     0.1065E+11     0.010933
1989.00     1.00       280.59     81021.94    1989.00   136.33     0.1065E+11     0.010933
1990.00     1.00       280.58     81012.08    1990.00   136.41     0.1065E+11     0.010933
1991.00     1.00       280.57     81002.21    1991.00   136.48     0.1065E+11     0.010933
1992.00     1.00       280.56     80992.35    1992.00   136.56     0.1065E+11     0.010933
1993.00     1.00       280.55     80982.49    1993.00   136.63     0.1065E+11     0.010933
1994.00     1.00       280.54     80972.63    1994.00   136.71     0.1065E+11     0.010933
1995.00     1.00       280.53     80962.77    1995.00   136.78     0.1065E+11     0.010933
1996.00     1.00       280.52     80952.91    1996.00   136.86     0.1065E+11     0.010933
1997.00     1.00       280.51     80943.05    1997.00   136.94     0.1065E+11     0.010933
1998.00     1.00       280.50     80933.19    1998.00   137.01     0.1065E+11     0.010933
1999.00     1.00       280.49     80923.33    1999.00   137.09     0.1093E+11     0.010933
2000.00     1.00       280.48     80913.48    2000.00   137.16     0.1093E+11     0.010933
2001.00     1.00       280.47     80903.62    2001.00   137.24     0.1093E+11     0.010933
2002.00     1.00       280.46     80893.77    2002.00   137.31     0.1093E+11     0.010933
2003.00     1.00       280.46     80883.92    2003.00   137.39     0.1093E+11     0.010933
2004.00     1.00       280.45     80874.06    2004.00   137.47     0.1093E+11     0.010933
2005.00     1.00       280.44     80864.21    2005.00   137.54     0.1093E+11     0.010933
2006.00     1.00       280.43     80854.36    2006.00   137.62     0.1093E+11     0.010933
2007.00     1.00       280.42     80844.51    2007.00   137.69     0.1093E+11     0.010933
2008.00     1.00       280.41     80834.66    2008.00   137.77     0.1093E+11     0.010933
2009.00     1.00       280.40     80824.81    2009.00   137.85     0.1093E+11     0.010933
2010.00     1.00       280.39     80814.97    2010.00   137.92     0.1093E+11     0.010933
2011.00     1.00       280.38     80805.12    2011.00   138.00     0.1093E+11     0.010933
2012.00     1.00       280.37     80795.27    2012.00   138.08     0.1093E+11     0.010933
2013.00     1.00       280.36     80785.43    2013.00   138.15     0.1093E+11     0.010933
2014.00     1.00       280.35     80775.58    2014.00   138.23     0.1093E+11     0.010933
2015.00     1.00       280.34     80765.74    2015.00   138.31     0.1093E+11     0.010933
2016.00     1.00       280.33     80755.90    2016.00   138.38     0.1093E+11     0.010933
2017.00     1.00       280.32     80746.06    2017.00   138.46     0.1120E+11     0.010933
2018.00     1.00       280.31     80736.22    2018.00   138.53     0.1120E+11     0.010933
2019.00     1.00       280.30     80726.38    2019.00   138.61     0.1120E+11     0.010933
2020.00     1.00       280.29     80716.54    2020.00   138.69     0.1120E+11     0.010933
2021.00     1.00       280.28     80706.70    2021.00   138.77     0.1120E+11     0.010933
2022.00     1.00       280.27     80696.86    2022.00   138.84     0.1120E+11     0.010933
2023.00     1.00       280.26     80687.03    2023.00   138.92     0.1120E+11     0.010933
2024.00     1.00       280.25     80677.19    2024.00   139.00     0.1120E+11     0.010933
2025.00     1.00       280.24     80667.36    2025.00   139.07     0.1120E+11     0.010933
2026.00     1.00       280.23     80657.52    2026.00   139.15     0.1120E+11     0.010933
2027.00     1.00       280.22     80647.69    2027.00   139.23     0.1120E+11     0.010933
2028.00     1.00       280.21     80637.86    2028.00   139.30     0.1120E+11     0.010933
2029.00     1.00       280.20     80628.03    2029.00   139.38     0.1120E+11     0.010933
2030.00     1.00       280.19     80618.20    2030.00   139.46     0.1120E+11     0.010933
2031.00     1.00       280.18     80608.37    2031.00   139.54     0.1120E+11     0.010933
2032.00     1.00       280.17     80598.54    2032.00   139.61     0.1120E+11     0.010933
2033.00     1.00       280.16     80588.71    2033.00   139.69     0.1120E+11     0.010933
2034.00     1.00       280.15     80578.88    2034.00   139.77     0.1120E+11     0.010933
2035.00     1.00       280.14     80569.06    2035.00   139.84     0.1148E+11     0.010933
2036.00     1.00       280.13     80559.23    2036.00   139.92     0.1148E+11     0.010933
2037.00     1.00       280.12     80549.41    2037.00   140.00     0.1148E+11     0.010933
2038.00     1.00       280.11     80539.58    2038.00   140.08     0.1148E+11     0.010933
2039.00     1.00       280.10     80529.76    2039.00   140.16     0.1148E+11     0.010933
2040.00     1.00       280.09     80519.94    2040.00   140.23     0.1148E+11     0.010933
2041.00     1.00       280.08     80510.12    2041.00   140.31     0.1148E+11     0.010933
2042.00     1.00       280.07     80500.30    2042.00   140.39     0.1148E+11     0.010933
2043.00     1.00       280.06     80490.48    2043.00   140.47     0.1148E+11     0.010933
2044.00     1.00       280.05     80480.66    2044.00   140.54     0.1148E+11     0.010933
2045.00     1.00       280.05     80470.84    2045.00   140.62     0.1148E+11     0.010933
2046.00     1.00       280.04     80461.03    2046.00   140.70     0.1148E+11     0.010933
2047.00     1.00       280.03     80451.21    2047.00   140.78     0.1148E+11     0.010933
2048.00     1.00       280.02     80441.40    2048.00   140.86     0.1148E+11     0.010933
2049.00     1.00       280.01     80431.58    2049.00   140.93     0.1148E+11     0.010933
2050.00     1.00       280.00     80421.77    2050.00   141.01     0.1148E+11     0.010933
2051.00     1.00       279.99     80411.96    2051.00   141.09     0.1148E+11     0.010933
